Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,1187.130005,1195.339966,1187.0,1187.780029,1187.780029,0
2022-01-04,1195.630005,1199.72998,1191.5,1194.680054,1194.680054,0
2022-01-05,1196.670044,1199.689941,1193.280029,1196.5,1196.5,0
2022-01-06,1199.25,1206.26001,1196.589966,1199.25,1199.25,0
2022-01-07,1204.670044,1204.76001,1199.579956,1205.780029,1205.780029,0
2022-01-10,1198.349976,1201.380005,1194.780029,1196.880005,1196.880005,0
2022-01-11,1197.160034,1197.160034,1190.420044,1198.089966,1198.089966,0
2022-01-12,1189.430054,1192.680054,1185.689941,1189.430054,1189.430054,0
2022-01-13,1185.880005,1189.579956,1182.199951,1185.880005,1185.880005,0
2022-01-14,1186.380005,1190.670044,1184.829956,1186.609985,1186.609985,0
2022-01-17,1189.319946,1193.599976,1189.040039,1188.959961,1188.959961,0
2022-01-18,1190.069946,1192.920044,1185.810059,1190.060059,1190.060059,0
2022-01-19,1192.97998,1193.609985,1185.47998,1192.97998,1192.97998,0
2022-01-20,1187.23999,1192.400024,1186.560059,1188.160034,1188.160034,0
2022-01-21,1192.430054,1194.949951,1189.130005,1192.430054,1192.430054,0
2022-01-24,1192.900024,1199.48999,1192.119995,1191.5,1191.5,0
2022-01-25,1195.050049,1199.699951,1193.98999,1195.660034,1195.660034,0
2022-01-26,1196.099976,1198.199951,1194.530029,1196.099976,1196.099976,0
2022-01-27,1200.630005,1205.880005,1193.849976,1200.630005,1200.630005,0
2022-01-28,1203.599976,1213.26001,1202.75,1203.459961,1203.459961,0
2022-01-31,1208.709961,1212.369995,1204.680054,1207.709961,1207.709961,0
2022-02-01,1205.109985,1207.339966,1200.910034,1205.119995,1205.119995,0
2022-02-02,1202.5,1203.780029,1198.410034,1202.5,1202.5,0
2022-02-03,1199.099976,1206.680054,1196.920044,1199.959961,1199.959961,0
2022-02-04,1199.640015,1201.77002,1195.22998,1200.329956,1200.329956,0
2022-02-07,1197.920044,1200.709961,1196.530029,1197.089966,1197.089966,0
2022-02-08,1196.650024,1199.949951,1195.300049,1196.849976,1196.849976,0
2022-02-09,1196.030029,1196.930054,1192.369995,1196.359985,1196.359985,0
2022-02-10,1193.189941,1198.599976,1192.790039,1194.030029,1194.030029,0
2022-02-11,1199.349976,1201.579956,1192.869995,1199.349976,1199.349976,0
2022-02-14,1198.73999,1200.050049,1192.459961,1199.23999,1199.23999,0
2022-02-15,1196.5,1200.22998,1194.290039,1197.359985,1197.359985,0
2022-02-16,1196.829956,1198.839966,1194.910034,1196.829956,1196.829956,0
2022-02-17,1196.75,1201.199951,1193.630005,1196.75,1196.75,0
2022-02-18,1197.849976,1198.939941,1191.98999,1198.660034,1198.660034,0
2022-02-21,1198.199951,1198.300049,1189.150024,1195.069946,1195.069946,0
2022-02-22,1193.75,1195.959961,1190.650024,1194.680054,1194.680054,0
2022-02-23,1191.910034,1193.829956,1188.949951,1192.680054,1192.680054,0
2022-02-24,1191.530029,1210.97998,1191.530029,1192.400024,1192.400024,0
2022-02-25,1206.0,1206.0,1197.390015,1206.0,1206.0,0
2022-02-28,1205.400024,1208.72998,1199.0,1197.589966,1197.589966,0
2022-03-01,1200.930054,1204.709961,1196.650024,1200.930054,1200.930054,0
2022-03-02,1204.400024,1208.709961,1201.469971,1205.369995,1205.369995,0
2022-03-03,1202.300049,1208.709961,1201.569946,1203.150024,1203.150024,0
2022-03-04,1205.98999,1219.780029,1205.98999,1205.98999,1205.98999,0
2022-03-07,1222.800049,1233.060059,1222.180054,1216.709961,1216.709961,0
2022-03-08,1232.300049,1238.790039,1230.339966,1232.300049,1232.300049,0
2022-03-09,1233.099976,1235.52002,1222.859985,1233.109985,1233.109985,0
2022-03-10,1221.280029,1231.109985,1221.280029,1223.22998,1223.22998,0
2022-03-11,1227.75,1236.380005,1219.160034,1228.599976,1228.599976,0
2022-03-14,1235.22998,1242.150024,1234.880005,1236.890015,1236.890015,0
2022-03-15,1240.77002,1247.180054,1238.880005,1242.050049,1242.050049,0
2022-03-16,1241.680054,1243.800049,1226.23999,1241.680054,1241.680054,0
2022-03-17,1222.160034,1227.130005,1207.459961,1223.0,1223.0,0
2022-03-18,1209.73999,1216.859985,1206.339966,1210.329956,1210.329956,0
2022-03-21,1211.699951,1217.109985,1210.140015,1210.369995,1210.369995,0
2022-03-22,1218.130005,1223.609985,1213.810059,1219.780029,1219.780029,0
2022-03-23,1214.030029,1219.140015,1210.449951,1214.949951,1214.949951,0
2022-03-24,1217.300049,1224.939941,1216.790039,1218.01001,1218.01001,0
2022-03-25,1217.550049,1224.810059,1215.630005,1217.550049,1217.550049,0
2022-03-28,1224.380005,1227.609985,1221.420044,1224.380005,1224.380005,0
2022-03-29,1223.660034,1223.660034,1207.72998,1223.660034,1223.660034,0
2022-03-30,1209.130005,1212.75,1206.420044,1209.130005,1209.130005,0
2022-03-31,1210.439941,1214.849976,1204.650024,1210.439941,1210.439941,0
2022-04-01,1214.5,1219.800049,1213.449951,1214.5,1214.5,0
2022-04-04,1218.780029,1218.949951,1211.969971,1218.780029,1218.780029,0
2022-04-05,1213.900024,1217.589966,1209.459961,1213.900024,1213.900024,0
2022-04-06,1218.75,1221.810059,1215.48999,1218.75,1218.75,0
2022-04-07,1217.599976,1222.47998,1215.829956,1217.599976,1217.599976,0
2022-04-08,1222.660034,1231.130005,1220.650024,1222.660034,1222.660034,0
2022-04-11,1228.23999,1234.939941,1228.199951,1228.23999,1228.23999,0
2022-04-12,1235.050049,1238.180054,1223.689941,1235.050049,1235.050049,0
2022-04-13,1228.599976,1231.01001,1222.609985,1228.599976,1228.599976,0
2022-04-14,1223.119995,1230.439941,1221.699951,1223.119995,1223.119995,0
2022-04-15,1230.099976,1231.900024,1226.75,1230.099976,1230.099976,0
2022-04-18,1228.089966,1235.5,1228.089966,1228.089966,1228.089966,0
2022-04-19,1235.349976,1242.180054,1232.400024,1235.349976,1235.349976,0
2022-04-20,1239.599976,1241.060059,1231.630005,1239.599976,1239.599976,0
2022-04-21,1234.089966,1242.77002,1232.839966,1234.089966,1234.089966,0
2022-04-22,1242.48999,1246.530029,1238.079956,1242.48999,1242.48999,0
2022-04-25,1243.160034,1253.599976,1242.619995,1243.160034,1243.160034,0
2022-04-26,1249.209961,1260.339966,1236.22998,1249.209961,1249.209961,0
2022-04-27,1260.709961,1270.25,1259.699951,1260.709961,1260.709961,0
2022-04-28,1266.280029,1276.810059,1263.819946,1266.280029,1266.280029,0
2022-04-29,1272.290039,1271.530029,1254.670044,1272.290039,1272.290039,0
2022-05-02,1262.530029,1268.709961,1262.25,1262.530029,1262.530029,0
2022-05-03,1266.75,1268.22998,1259.040039,1266.75,1266.75,0
2022-05-04,1261.060059,1266.880005,1258.069946,1261.060059,1261.060059,0
2022-05-05,1251.5,1273.849976,1249.890015,1251.5,1251.5,0
2022-05-06,1268.699951,1275.859985,1257.47998,1268.699951,1268.699951,0
2022-05-09,1270.130005,1277.800049,1270.119995,1270.130005,1270.130005,0
2022-05-10,1274.859985,1278.459961,1270.949951,1274.859985,1274.859985,0
2022-05-11,1276.550049,1280.130005,1271.27002,1276.550049,1276.550049,0
2022-05-12,1278.150024,1291.5,1278.150024,1278.150024,1278.150024,0
2022-05-13,1290.75,1290.089966,1279.26001,1290.75,1290.75,0
2022-05-16,1277.569946,1286.109985,1271.97998,1277.569946,1277.569946,0
2022-05-17,1279.849976,1279.569946,1263.02002,1279.849976,1279.849976,0
2022-05-18,1266.660034,1272.930054,1263.359985,1266.660034,1266.660034,0
2022-05-19,1275.579956,1280.02002,1263.959961,1275.579956,1275.579956,0
2022-05-20,1263.550049,1273.310059,1260.329956,1263.550049,1263.550049,0
2022-05-23,1273.209961,1273.209961,1258.410034,1273.209961,1273.209961,0
2022-05-24,1258.819946,1266.130005,1258.819946,1258.819946,1258.819946,0
2022-05-25,1260.98999,1271.48999,1260.040039,1260.98999,1260.98999,0
2022-05-26,1266.599976,1269.140015,1260.959961,1266.599976,1266.599976,0
2022-05-27,1258.890015,1261.609985,1248.219971,1258.890015,1258.890015,0
2022-05-30,1251.589966,1252.76001,1234.849976,1251.589966,1251.589966,0
2022-05-31,1236.170044,1243.030029,1233.0,1236.170044,1236.170044,0
2022-06-01,1241.73999,1247.27002,1239.01001,1241.73999,1241.73999,0
2022-06-02,1246.949951,1254.430054,1238.22998,1246.949951,1246.949951,0
2022-06-03,1240.839966,1251.030029,1238.26001,1240.839966,1240.839966,0
2022-06-06,1250.530029,1253.890015,1247.319946,1250.530029,1250.530029,0
2022-06-07,1254.47998,1259.75,1252.839966,1254.47998,1254.47998,0
2022-06-08,1254.579956,1257.599976,1252.47998,1254.579956,1254.579956,0
2022-06-09,1256.73999,1262.209961,1252.599976,1256.73999,1256.73999,0
2022-06-10,1264.02002,1282.47998,1263.130005,1264.02002,1264.02002,0
2022-06-13,1278.280029,1293.609985,1278.339966,1278.280029,1278.280029,0
2022-06-14,1291.800049,1292.150024,1284.079956,1291.800049,1291.800049,0
2022-06-15,1289.47998,1293.23999,1280.969971,1289.47998,1289.47998,0
2022-06-16,1278.160034,1296.030029,1274.949951,1278.160034,1278.160034,0
2022-06-17,1288.180054,1295.97998,1282.109985,1288.180054,1288.180054,0
2022-06-20,1290.5,1295.23999,1287.780029,1290.5,1290.5,0
2022-06-21,1292.380005,1293.939941,1287.540039,1292.380005,1292.380005,0
2022-06-22,1291.599976,1305.099976,1290.810059,1291.599976,1291.599976,0
2022-06-23,1297.680054,1307.839966,1296.72998,1297.680054,1297.680054,0
2022-06-24,1299.810059,1301.920044,1288.51001,1299.810059,1299.810059,0
2022-06-27,1288.290039,1292.97998,1279.790039,1288.290039,1288.290039,0
2022-06-28,1286.199951,1291.089966,1280.060059,1286.199951,1286.199951,0
2022-06-29,1292.030029,1299.420044,1288.910034,1292.030029,1292.030029,0
2022-06-30,1301.72998,1303.790039,1291.48999,1301.72998,1301.72998,0
2022-07-01,1287.709961,1303.430054,1288.050049,1287.709961,1287.709961,0
2022-07-04,1297.890015,1299.790039,1292.670044,1297.890015,1297.890015,0
2022-07-05,1295.680054,1315.469971,1293.300049,1295.680054,1295.680054,0
2022-07-06,1308.660034,1310.569946,1301.689941,1308.660034,1308.660034,0
2022-07-07,1304.849976,1308.140015,1296.089966,1304.849976,1304.849976,0
2022-07-08,1297.650024,1304.650024,1291.839966,1297.650024,1297.650024,0
2022-07-11,1293.790039,1314.550049,1293.790039,1293.790039,1293.790039,0
2022-07-12,1310.859985,1316.219971,1302.089966,1310.859985,1310.859985,0
2022-07-13,1305.829956,1311.01001,1299.380005,1305.829956,1305.829956,0
2022-07-14,1304.849976,1327.01001,1304.180054,1304.849976,1304.849976,0
2022-07-15,1316.180054,1329.150024,1315.800049,1316.180054,1316.180054,0
2022-07-18,1318.119995,1321.469971,1311.069946,1318.119995,1318.119995,0
2022-07-19,1318.910034,1319.25,1303.680054,1318.910034,1318.910034,0
2022-07-20,1305.5,1313.439941,1302.5,1305.5,1305.5,0
2022-07-21,1312.869995,1316.430054,1306.030029,1312.869995,1312.869995,0
2022-07-22,1306.849976,1316.51001,1304.22998,1306.849976,1306.849976,0
2022-07-25,1309.319946,1313.579956,1306.98999,1309.319946,1309.319946,0
2022-07-26,1310.400024,1312.609985,1305.949951,1310.400024,1310.400024,0
2022-07-27,1310.900024,1315.530029,1308.560059,1310.900024,1310.900024,0
2022-07-28,1305.949951,1309.050049,1297.579956,1305.949951,1305.949951,0
2022-07-29,1295.150024,1307.069946,1295.060059,1295.150024,1295.150024,0
2022-08-01,1302.280029,1309.140015,1299.150024,1302.280029,1302.280029,0
2022-08-02,1306.75,1312.73999,1304.400024,1306.75,1306.75,0
2022-08-03,1314.630005,1313.910034,1306.709961,1314.630005,1314.630005,0
2022-08-04,1307.380005,1312.060059,1303.77002,1307.380005,1307.380005,0
2022-08-05,1302.079956,1304.459961,1292.689941,1302.079956,1302.079956,0
2022-08-08,1302.73999,1306.76001,1298.390015,1302.73999,1302.73999,0
2022-08-09,1299.030029,1307.410034,1298.76001,1299.030029,1299.030029,0
2022-08-10,1307.560059,1312.849976,1295.880005,1307.560059,1307.560059,0
2022-08-11,1296.699951,1304.890015,1295.949951,1296.699951,1296.699951,0
2022-08-12,1306.829956,1306.829956,1298.410034,1306.829956,1306.829956,0
2022-08-15,1301.380005,1313.400024,1301.380005,1301.380005,1301.380005,0
2022-08-16,1313.180054,1312.859985,1307.51001,1313.180054,1313.180054,0
2022-08-17,1311.0,1317.319946,1307.77002,1311.0,1311.0,0
2022-08-18,1314.829956,1327.219971,1312.290039,1314.829956,1314.829956,0
2022-08-19,1326.910034,1338.589966,1323.569946,1326.910034,1326.910034,0
2022-08-22,1334.859985,1346.150024,1334.0,1334.859985,1334.859985,0
2022-08-23,1343.359985,1346.130005,1334.170044,1343.359985,1343.359985,0
2022-08-24,1339.079956,1344.25,1337.180054,1339.079956,1339.079956,0
2022-08-25,1340.0,1340.949951,1332.869995,1340.0,1340.0,0
2022-08-26,1334.439941,1337.819946,1327.349976,1334.439941,1334.439941,0
2022-08-29,1341.180054,1351.959961,1341.180054,1341.180054,1341.180054,0
2022-08-30,1345.72998,1352.640015,1342.890015,1345.72998,1345.72998,0
2022-08-31,1350.189941,1351.699951,1337.400024,1350.189941,1350.189941,0
2022-09-01,1342.26001,1358.579956,1340.550049,1342.26001,1342.26001,0
